session,maxAmplitude
Ses04M_script02_2\Ses04M_script02_2_M013,9314
Ses04M_script02_2\Ses04M_script02_2_M014,7602
Ses04M_script02_2\Ses04M_script02_2_M015,11814
Ses04M_script02_2\Ses04M_script02_2_M016,15991
Ses04M_script02_2\Ses04M_script02_2_M017,10274
Ses04M_script02_2\Ses04M_script02_2_M018,9572
Ses04M_script02_2\Ses04M_script02_2_M019,3062
Ses04M_script02_2\Ses04M_script02_2_M020,6148
Ses04M_script02_2\Ses04M_script02_2_M021,8945
Ses04M_script02_2\Ses04M_script02_2_M022,8493
Ses04M_script02_2\Ses04M_script02_2_M023,3181
Ses04M_script02_2\Ses04M_script02_2_M024,2317
Ses04M_script02_2\Ses04M_script02_2_M025,4392
Ses04M_script02_2\Ses04M_script02_2_M026,7073
Ses04M_script02_2\Ses04M_script02_2_M027,10049
Ses04M_script02_2\Ses04M_script02_2_M028,24218
Ses04M_script02_2\Ses04M_script02_2_M029,23270
Ses04M_script02_2\Ses04M_script02_2_M030,20467
Ses04M_script02_2\Ses04M_script02_2_M031,26448
Ses04M_script02_2\Ses04M_script02_2_M032,13390
Ses04M_script02_2\Ses04M_script02_2_M033,23738
Ses04M_script02_2\Ses04M_script02_2_M034,19268
Ses04M_script02_2\Ses04M_script02_2_M035,8289
Ses04M_script02_2\Ses04M_script02_2_M036,4068
Ses04M_script02_2\Ses04M_script02_2_M037,4986
Ses04M_script02_2\Ses04M_script02_2_M038,4547
Ses04M_script02_2\Ses04M_script02_2_M039,5978
Ses04M_script02_2\Ses04M_script02_2_M040,5170
Ses04M_script02_2\Ses04M_script02_2_M041,2684
Ses04M_script02_2\Ses04M_script02_2_M042,1666
Ses04M_script03_1\Ses04M_script03_1_F000,4428
Ses04M_script03_1\Ses04M_script03_1_F001,9708
Ses04M_script03_1\Ses04M_script03_1_F002,8114
Ses04M_script03_1\Ses04M_script03_1_F003,2174
Ses04M_script03_1\Ses04M_script03_1_F004,6118
Ses04M_script03_1\Ses04M_script03_1_F005,12973
Ses04M_script03_1\Ses04M_script03_1_F006,3963
Ses04M_script03_1\Ses04M_script03_1_F007,14022
Ses04M_script03_1\Ses04M_script03_1_F008,4405
Ses04M_script03_1\Ses04M_script03_1_F009,6598
Ses04M_script03_1\Ses04M_script03_1_F010,2042
Ses04M_script03_1\Ses04M_script03_1_F011,11944
Ses04M_script03_1\Ses04M_script03_1_F012,4218
Ses04M_script03_1\Ses04M_script03_1_F013,9535
Ses04M_script03_1\Ses04M_script03_1_F014,8164
Ses04M_script03_1\Ses04M_script03_1_F015,8776
Ses04M_script03_1\Ses04M_script03_1_F016,3492
Ses04M_script03_1\Ses04M_script03_1_F017,7402
Ses04M_script03_1\Ses04M_script03_1_F018,3821
Ses04M_script03_1\Ses04M_script03_1_F019,5860
Ses04M_script03_1\Ses04M_script03_1_F020,7042
Ses04M_script03_1\Ses04M_script03_1_F021,11147
Ses04M_script03_1\Ses04M_script03_1_F022,4024
Ses04M_script03_1\Ses04M_script03_1_F023,14152
Ses04M_script03_1\Ses04M_script03_1_F024,10594
Ses04M_script03_1\Ses04M_script03_1_F025,2683
Ses04M_script03_1\Ses04M_script03_1_F026,13532
Ses04M_script03_1\Ses04M_script03_1_F027,9447
Ses04M_script03_1\Ses04M_script03_1_F028,11819
Ses04M_script03_1\Ses04M_script03_1_F029,13797
Ses04M_script03_1\Ses04M_script03_1_F030,6081
Ses04M_script03_1\Ses04M_script03_1_M000,6354
Ses04M_script03_1\Ses04M_script03_1_M001,12460
Ses04M_script03_1\Ses04M_script03_1_M002,12101
Ses04M_script03_1\Ses04M_script03_1_M003,3250
Ses04M_script03_1\Ses04M_script03_1_M004,4402
Ses04M_script03_1\Ses04M_script03_1_M005,19539
Ses04M_script03_1\Ses04M_script03_1_M006,5837
Ses04M_script03_1\Ses04M_script03_1_M007,4262
Ses04M_script03_1\Ses04M_script03_1_M008,11060
Ses04M_script03_1\Ses04M_script03_1_M009,3813
Ses04M_script03_1\Ses04M_script03_1_M010,3588
Ses04M_script03_1\Ses04M_script03_1_M011,13304
Ses04M_script03_1\Ses04M_script03_1_M012,5289
Ses04M_script03_1\Ses04M_script03_1_M013,21879
Ses04M_script03_1\Ses04M_script03_1_M014,6621
Ses04M_script03_1\Ses04M_script03_1_M015,10054
Ses04M_script03_1\Ses04M_script03_1_M016,6300
Ses04M_script03_1\Ses04M_script03_1_M017,7522
Ses04M_script03_1\Ses04M_script03_1_M018,6778
Ses04M_script03_1\Ses04M_script03_1_M019,12386
Ses04M_script03_1\Ses04M_script03_1_M020,14623
Ses04M_script03_1\Ses04M_script03_1_M021,10751
Ses04M_script03_1\Ses04M_script03_1_M022,8967
Ses04M_script03_1\Ses04M_script03_1_M023,4621
Ses04M_script03_1\Ses04M_script03_1_M024,8608
Ses04M_script03_1\Ses04M_script03_1_M025,6725
Ses04M_script03_1\Ses04M_script03_1_M026,6522
Ses04M_script03_1\Ses04M_script03_1_M027,14781
Ses04M_script03_1\Ses04M_script03_1_M028,1154
Ses04M_script03_1\Ses04M_script03_1_M029,12435
Ses04M_script03_1\Ses04M_script03_1_M030,7645
Ses04M_script03_1\Ses04M_script03_1_M031,9348
Ses04M_script03_1\Ses04M_script03_1_M032,10335
Ses04M_script03_1\Ses04M_script03_1_M033,14612
Ses04M_script03_2\Ses04M_script03_2_F000,3904
Ses04M_script03_2\Ses04M_script03_2_F001,10949
Ses04M_script03_2\Ses04M_script03_2_F002,11874
Ses04M_script03_2\Ses04M_script03_2_F003,6370
Ses04M_script03_2\Ses04M_script03_2_F004,4282
Ses04M_script03_2\Ses04M_script03_2_F005,7519
Ses04M_script03_2\Ses04M_script03_2_F006,12364
Ses04M_script03_2\Ses04M_script03_2_F007,10337
Ses04M_script03_2\Ses04M_script03_2_F008,3965
Ses04M_script03_2\Ses04M_script03_2_F009,819
Ses04M_script03_2\Ses04M_script03_2_F010,6637
Ses04M_script03_2\Ses04M_script03_2_F011,7484
Ses04M_script03_2\Ses04M_script03_2_F012,12908
Ses04M_script03_2\Ses04M_script03_2_F013,4446
Ses04M_script03_2\Ses04M_script03_2_F014,3143
Ses04M_script03_2\Ses04M_script03_2_F015,5120
Ses04M_script03_2\Ses04M_script03_2_F016,8884
Ses04M_script03_2\Ses04M_script03_2_F017,1231
Ses04M_script03_2\Ses04M_script03_2_F018,6999
Ses04M_script03_2\Ses04M_script03_2_F019,12985
Ses04M_script03_2\Ses04M_script03_2_F020,4154
Ses04M_script03_2\Ses04M_script03_2_F021,3859
Ses04M_script03_2\Ses04M_script03_2_F022,10221
Ses04M_script03_2\Ses04M_script03_2_F023,9555
Ses04M_script03_2\Ses04M_script03_2_F024,1708
Ses04M_script03_2\Ses04M_script03_2_F025,4266
Ses04M_script03_2\Ses04M_script03_2_F026,11872
Ses04M_script03_2\Ses04M_script03_2_F027,4808
Ses04M_script03_2\Ses04M_script03_2_F028,13982
Ses04M_script03_2\Ses04M_script03_2_F029,4092
Ses04M_script03_2\Ses04M_script03_2_F030,4597
Ses04M_script03_2\Ses04M_script03_2_F031,4165
Ses04M_script03_2\Ses04M_script03_2_F032,13698
Ses04M_script03_2\Ses04M_script03_2_F033,11643
Ses04M_script03_2\Ses04M_script03_2_F034,3300
Ses04M_script03_2\Ses04M_script03_2_F035,5100
Ses04M_script03_2\Ses04M_script03_2_F036,3562
Ses04M_script03_2\Ses04M_script03_2_F037,7174
Ses04M_script03_2\Ses04M_script03_2_F038,6210
Ses04M_script03_2\Ses04M_script03_2_F039,3304
Ses04M_script03_2\Ses04M_script03_2_F040,9201
Ses04M_script03_2\Ses04M_script03_2_F041,14390
Ses04M_script03_2\Ses04M_script03_2_F042,14124
Ses04M_script03_2\Ses04M_script03_2_F043,647
Ses04M_script03_2\Ses04M_script03_2_F044,12515
Ses04M_script03_2\Ses04M_script03_2_F045,14091
Ses04M_script03_2\Ses04M_script03_2_F046,15119
Ses04M_script03_2\Ses04M_script03_2_F047,12877
Ses04M_script03_2\Ses04M_script03_2_F048,13609
Ses04M_script03_2\Ses04M_script03_2_F049,15330
Ses04M_script03_2\Ses04M_script03_2_F050,14725
Ses04M_script03_2\Ses04M_script03_2_F051,16391
Ses04M_script03_2\Ses04M_script03_2_F052,15994
Ses04M_script03_2\Ses04M_script03_2_M000,15945
Ses04M_script03_2\Ses04M_script03_2_M001,7122
Ses04M_script03_2\Ses04M_script03_2_M002,11503
Ses04M_script03_2\Ses04M_script03_2_M003,13502
Ses04M_script03_2\Ses04M_script03_2_M004,13420
Ses04M_script03_2\Ses04M_script03_2_M005,10491
Ses04M_script03_2\Ses04M_script03_2_M006,13824
Ses04M_script03_2\Ses04M_script03_2_M007,11309
Ses04M_script03_2\Ses04M_script03_2_M008,16320
Ses04M_script03_2\Ses04M_script03_2_M009,1092
Ses04M_script03_2\Ses04M_script03_2_M010,13882
Ses04M_script03_2\Ses04M_script03_2_M011,21751
Ses04M_script03_2\Ses04M_script03_2_M012,22907
Ses04M_script03_2\Ses04M_script03_2_M013,14174
Ses04M_script03_2\Ses04M_script03_2_M014,9511
Ses04M_script03_2\Ses04M_script03_2_M015,6767
Ses04M_script03_2\Ses04M_script03_2_M016,3593
Ses04M_script03_2\Ses04M_script03_2_M017,7397
Ses04M_script03_2\Ses04M_script03_2_M018,7847
Ses04M_script03_2\Ses04M_script03_2_M019,5722
Ses04M_script03_2\Ses04M_script03_2_M020,11891
Ses04M_script03_2\Ses04M_script03_2_M021,14586
Ses04M_script03_2\Ses04M_script03_2_M022,19884
Ses04M_script03_2\Ses04M_script03_2_M023,6476
Ses04M_script03_2\Ses04M_script03_2_M024,7897
Ses04M_script03_2\Ses04M_script03_2_M025,5652
Ses04M_script03_2\Ses04M_script03_2_M026,1006
Ses04M_script03_2\Ses04M_script03_2_M027,8867
Ses04M_script03_2\Ses04M_script03_2_M028,672
Ses04M_script03_2\Ses04M_script03_2_M029,17135
Ses04M_script03_2\Ses04M_script03_2_M030,11628
Ses04M_script03_2\Ses04M_script03_2_M031,12796
Ses04M_script03_2\Ses04M_script03_2_M032,4109
Ses04M_script03_2\Ses04M_script03_2_M033,7488
Ses04M_script03_2\Ses04M_script03_2_M034,5848
Ses04M_script03_2\Ses04M_script03_2_M035,8523
Ses04M_script03_2\Ses04M_script03_2_M036,10920
Ses04M_script03_2\Ses04M_script03_2_M037,10498
Ses04M_script03_2\Ses04M_script03_2_M038,13644
Ses04M_script03_2\Ses04M_script03_2_M039,6912
Ses04M_script03_2\Ses04M_script03_2_M040,16409
Ses04M_script03_2\Ses04M_script03_2_M041,7159
Ses04M_script03_2\Ses04M_script03_2_M042,4673
Ses04M_script03_2\Ses04M_script03_2_M043,12858
Ses04M_script03_2\Ses04M_script03_2_M044,4973
Ses04M_script03_2\Ses04M_script03_2_M045,2919
Ses04M_script03_2\Ses04M_script03_2_M046,21133
Ses04M_script03_2\Ses04M_script03_2_M047,21852
Ses04M_script03_2\Ses04M_script03_2_M048,6630
Ses04M_script03_2\Ses04M_script03_2_M049,15306
Ses04M_script03_2\Ses04M_script03_2_M050,26670
Ses04M_script03_2\Ses04M_script03_2_M051,22811
Ses04M_script03_2\Ses04M_script03_2_M052,18303
Ses04M_script03_2\Ses04M_script03_2_M053,27302
Ses04M_script03_2\Ses04M_script03_2_M054,26459
Ses04M_script03_2\Ses04M_script03_2_M055,27659
Ses04M_script03_2\Ses04M_script03_2_M056,28498
Ses05F_impro01\Ses05F_impro01_F000,1401
Ses05F_impro01\Ses05F_impro01_F001,3022
Ses05F_impro01\Ses05F_impro01_F002,3962
Ses05F_impro01\Ses05F_impro01_F003,4059
Ses05F_impro01\Ses05F_impro01_F004,5009
Ses05F_impro01\Ses05F_impro01_F005,5152
Ses05F_impro01\Ses05F_impro01_F006,15830
Ses05F_impro01\Ses05F_impro01_F007,10746
Ses05F_impro01\Ses05F_impro01_F008,9099
Ses05F_impro01\Ses05F_impro01_F009,4570
Ses05F_impro01\Ses05F_impro01_F010,4870
Ses05F_impro01\Ses05F_impro01_F011,10017
Ses05F_impro01\Ses05F_impro01_F012,6835
Ses05F_impro01\Ses05F_impro01_F013,11753
Ses05F_impro01\Ses05F_impro01_F014,8778
Ses05F_impro01\Ses05F_impro01_F015,7756
Ses05F_impro01\Ses05F_impro01_F016,11958
Ses05F_impro01\Ses05F_impro01_F017,10543
Ses05F_impro01\Ses05F_impro01_F018,10960
Ses05F_impro01\Ses05F_impro01_F019,12012
Ses05F_impro01\Ses05F_impro01_F020,22555
Ses05F_impro01\Ses05F_impro01_F021,4962
Ses05F_impro01\Ses05F_impro01_F022,4677
Ses05F_impro01\Ses05F_impro01_F023,3689
Ses05F_impro01\Ses05F_impro01_M000,3470
Ses05F_impro01\Ses05F_impro01_M001,4447
Ses05F_impro01\Ses05F_impro01_M002,3890
Ses05F_impro01\Ses05F_impro01_M003,6935
Ses05F_impro01\Ses05F_impro01_M004,6325
Ses05F_impro01\Ses05F_impro01_M005,6311
Ses05F_impro01\Ses05F_impro01_M006,6757
Ses05F_impro01\Ses05F_impro01_M007,8766
Ses05F_impro01\Ses05F_impro01_M008,6587
Ses05F_impro01\Ses05F_impro01_M009,5779
Ses05F_impro01\Ses05F_impro01_M010,7109
Ses05F_impro01\Ses05F_impro01_M011,10174
Ses05F_impro01\Ses05F_impro01_M012,10003
Ses05F_impro01\Ses05F_impro01_M013,6703
Ses05F_impro01\Ses05F_impro01_M014,10227
Ses05F_impro01\Ses05F_impro01_M015,11661
Ses05F_impro01\Ses05F_impro01_M016,10031
Ses05F_impro01\Ses05F_impro01_M017,6239
Ses05F_impro01\Ses05F_impro01_M018,6330
Ses05F_impro01\Ses05F_impro01_M019,10685
Ses05F_impro01\Ses05F_impro01_M020,13670
Ses05F_impro01\Ses05F_impro01_M021,9936
Ses05F_impro01\Ses05F_impro01_M022,8817
Ses05F_impro01\Ses05F_impro01_M023,5130
Ses05F_impro01\Ses05F_impro01_M024,2799
Ses05F_impro02\Ses05F_impro02_F000,767
Ses05F_impro02\Ses05F_impro02_F001,908
Ses05F_impro02\Ses05F_impro02_F002,2871
Ses05F_impro02\Ses05F_impro02_F003,3566
Ses05F_impro02\Ses05F_impro02_F004,2531
Ses05F_impro02\Ses05F_impro02_F005,1684
Ses05F_impro02\Ses05F_impro02_F006,2453
Ses05F_impro02\Ses05F_impro02_F007,2435
Ses05F_impro02\Ses05F_impro02_F008,3783
Ses05F_impro02\Ses05F_impro02_F009,2985
Ses05F_impro02\Ses05F_impro02_F010,6342
Ses05F_impro02\Ses05F_impro02_F011,2427
Ses05F_impro02\Ses05F_impro02_F012,5465
Ses05F_impro02\Ses05F_impro02_F013,4860
Ses05F_impro02\Ses05F_impro02_F014,8025
Ses05F_impro02\Ses05F_impro02_F015,4741
Ses05F_impro02\Ses05F_impro02_F016,8090
Ses05F_impro02\Ses05F_impro02_F017,8703
Ses05F_impro02\Ses05F_impro02_F018,8275
Ses05F_impro02\Ses05F_impro02_F019,6437
Ses05F_impro02\Ses05F_impro02_F020,1492
Ses05F_impro02\Ses05F_impro02_F021,3623
Ses05F_impro02\Ses05F_impro02_F022,13009
Ses05F_impro02\Ses05F_impro02_F023,18556
Ses05F_impro02\Ses05F_impro02_F024,2313
Ses05F_impro02\Ses05F_impro02_F025,9301
Ses05F_impro02\Ses05F_impro02_F026,6664
Ses05F_impro02\Ses05F_impro02_F027,1623
Ses05F_impro02\Ses05F_impro02_F028,6364
Ses05F_impro02\Ses05F_impro02_F029,4441
Ses05F_impro02\Ses05F_impro02_F030,1609
Ses05F_impro02\Ses05F_impro02_F031,3311
Ses05F_impro02\Ses05F_impro02_F032,3479
Ses05F_impro02\Ses05F_impro02_F033,4902
Ses05F_impro02\Ses05F_impro02_F034,1050
Ses05F_impro02\Ses05F_impro02_F035,1068
Ses05F_impro02\Ses05F_impro02_F036,434
Ses05F_impro02\Ses05F_impro02_F037,1081
Ses05F_impro02\Ses05F_impro02_F038,2489
Ses05F_impro02\Ses05F_impro02_M000,1388
Ses05F_impro02\Ses05F_impro02_M001,1205
Ses05F_impro02\Ses05F_impro02_M002,1764
Ses05F_impro02\Ses05F_impro02_M003,493
Ses05F_impro02\Ses05F_impro02_M004,2535
Ses05F_impro02\Ses05F_impro02_M005,2360
Ses05F_impro02\Ses05F_impro02_M006,3271
Ses05F_impro02\Ses05F_impro02_M007,4050
Ses05F_impro02\Ses05F_impro02_M008,1911
Ses05F_impro02\Ses05F_impro02_M009,2905
Ses05F_impro02\Ses05F_impro02_M010,4150
Ses05F_impro02\Ses05F_impro02_M011,4084
Ses05F_impro02\Ses05F_impro02_M012,1736
Ses05F_impro02\Ses05F_impro02_M013,6090
Ses05F_impro02\Ses05F_impro02_M014,4575
Ses05F_impro02\Ses05F_impro02_M015,5069
Ses05F_impro02\Ses05F_impro02_M016,5049
Ses05F_impro02\Ses05F_impro02_M017,10084
Ses05F_impro02\Ses05F_impro02_M018,8142
Ses05F_impro02\Ses05F_impro02_M019,4493
Ses05F_impro02\Ses05F_impro02_M020,5372
Ses05F_impro02\Ses05F_impro02_M021,4079
Ses05F_impro02\Ses05F_impro02_M022,2583
Ses05F_impro02\Ses05F_impro02_M023,7676
Ses05F_impro02\Ses05F_impro02_M024,9061
Ses05F_impro02\Ses05F_impro02_M025,2267
Ses05F_impro02\Ses05F_impro02_M026,6594
Ses05F_impro02\Ses05F_impro02_M027,5620
Ses05F_impro02\Ses05F_impro02_M028,6497
Ses05F_impro02\Ses05F_impro02_M029,3949
Ses05F_impro02\Ses05F_impro02_M030,4246
Ses05F_impro02\Ses05F_impro02_M031,957
Ses05F_impro02\Ses05F_impro02_M032,1068
Ses05F_impro02\Ses05F_impro02_M033,1540
Ses05F_impro02\Ses05F_impro02_M034,2281
Ses05F_impro02\Ses05F_impro02_M035,1448
Ses05F_impro02\Ses05F_impro02_M036,3511
Ses05F_impro02\Ses05F_impro02_M037,3137
Ses05F_impro02\Ses05F_impro02_M038,2010
Ses05F_impro02\Ses05F_impro02_M039,852
Ses05F_impro02\Ses05F_impro02_M040,2466
Ses05F_impro02\Ses05F_impro02_M041,1092
Ses05F_impro03\Ses05F_impro03_F000,4161
Ses05F_impro03\Ses05F_impro03_F001,5731
Ses05F_impro03\Ses05F_impro03_F002,8962
Ses05F_impro03\Ses05F_impro03_F003,6302
Ses05F_impro03\Ses05F_impro03_F004,4916
Ses05F_impro03\Ses05F_impro03_F005,5202
Ses05F_impro03\Ses05F_impro03_F006,6711
Ses05F_impro03\Ses05F_impro03_F007,8963
Ses05F_impro03\Ses05F_impro03_F008,11417
Ses05F_impro03\Ses05F_impro03_F009,13668
Ses05F_impro03\Ses05F_impro03_F010,24277
Ses05F_impro03\Ses05F_impro03_F011,17759
Ses05F_impro03\Ses05F_impro03_F012,5840
Ses05F_impro03\Ses05F_impro03_F013,3211
Ses05F_impro03\Ses05F_impro03_F014,2908
Ses05F_impro03\Ses05F_impro03_F015,3675
Ses05F_impro03\Ses05F_impro03_F016,3162
Ses05F_impro03\Ses05F_impro03_F017,1463
Ses05F_impro03\Ses05F_impro03_F018,5012
Ses05F_impro03\Ses05F_impro03_F019,5360
Ses05F_impro03\Ses05F_impro03_F020,24577
Ses05F_impro03\Ses05F_impro03_F021,5824
Ses05F_impro03\Ses05F_impro03_F022,3533
Ses05F_impro03\Ses05F_impro03_F023,6051
Ses05F_impro03\Ses05F_impro03_F024,3219
Ses05F_impro03\Ses05F_impro03_F025,3780
Ses05F_impro03\Ses05F_impro03_F026,10230
Ses05F_impro03\Ses05F_impro03_F027,6272
Ses05F_impro03\Ses05F_impro03_F028,1767
Ses05F_impro03\Ses05F_impro03_F029,20839
Ses05F_impro03\Ses05F_impro03_F030,6595
Ses05F_impro03\Ses05F_impro03_F031,895
Ses05F_impro03\Ses05F_impro03_F032,826
Ses05F_impro03\Ses05F_impro03_F033,1785
Ses05F_impro03\Ses05F_impro03_F034,2640
Ses05F_impro03\Ses05F_impro03_F035,1532
Ses05F_impro03\Ses05F_impro03_F036,29127
Ses05F_impro03\Ses05F_impro03_F037,11628
Ses05F_impro03\Ses05F_impro03_F038,7846
Ses05F_impro03\Ses05F_impro03_F039,13723
Ses05F_impro03\Ses05F_impro03_F040,5341
Ses05F_impro03\Ses05F_impro03_F041,4233
Ses05F_impro03\Ses05F_impro03_F042,8818
Ses05F_impro03\Ses05F_impro03_F043,2108
Ses05F_impro03\Ses05F_impro03_F044,1900
Ses05F_impro03\Ses05F_impro03_F045,1921
Ses05F_impro03\Ses05F_impro03_F046,5086
Ses05F_impro03\Ses05F_impro03_F047,7140
Ses05F_impro03\Ses05F_impro03_F048,3585
Ses05F_impro03\Ses05F_impro03_F049,3445
Ses05F_impro03\Ses05F_impro03_F050,769
Ses05F_impro03\Ses05F_impro03_F051,16069
Ses05F_impro03\Ses05F_impro03_F052,6562
Ses05F_impro03\Ses05F_impro03_F053,2542
Ses05F_impro03\Ses05F_impro03_F054,460
Ses05F_impro03\Ses05F_impro03_F055,30678
Ses05F_impro03\Ses05F_impro03_F056,5538
Ses05F_impro03\Ses05F_impro03_F057,14308
Ses05F_impro03\Ses05F_impro03_F058,4306
Ses05F_impro03\Ses05F_impro03_F059,5694
Ses05F_impro03\Ses05F_impro03_F060,7007
Ses05F_impro03\Ses05F_impro03_M000,4369
Ses05F_impro03\Ses05F_impro03_M001,9239
Ses05F_impro03\Ses05F_impro03_M002,5286
Ses05F_impro03\Ses05F_impro03_M003,6734
Ses05F_impro03\Ses05F_impro03_M004,9935
Ses05F_impro03\Ses05F_impro03_M005,15662
Ses05F_impro03\Ses05F_impro03_M006,8131
Ses05F_impro03\Ses05F_impro03_M007,8666
Ses05F_impro03\Ses05F_impro03_M008,4467
Ses05F_impro03\Ses05F_impro03_M009,13726
Ses05F_impro03\Ses05F_impro03_M010,6767
Ses05F_impro03\Ses05F_impro03_M011,13508
Ses05F_impro03\Ses05F_impro03_M012,5970
Ses05F_impro03\Ses05F_impro03_M013,5437
Ses05F_impro03\Ses05F_impro03_M014,5647
Ses05F_impro03\Ses05F_impro03_M015,2004
Ses05F_impro03\Ses05F_impro03_M016,4035
Ses05F_impro03\Ses05F_impro03_M017,2524
Ses05F_impro03\Ses05F_impro03_M018,2438
Ses05F_impro03\Ses05F_impro03_M019,5988
Ses05F_impro03\Ses05F_impro03_M020,5056
Ses05F_impro03\Ses05F_impro03_M021,4249
Ses05F_impro03\Ses05F_impro03_M022,5616
Ses05F_impro03\Ses05F_impro03_M023,4041
Ses05F_impro03\Ses05F_impro03_M024,2158
Ses05F_impro03\Ses05F_impro03_M025,2959
Ses05F_impro03\Ses05F_impro03_M026,3223
Ses05F_impro03\Ses05F_impro03_M027,6179
Ses05F_impro03\Ses05F_impro03_M028,6614
Ses05F_impro03\Ses05F_impro03_M029,4294
Ses05F_impro03\Ses05F_impro03_M030,11085
Ses05F_impro03\Ses05F_impro03_M031,7751
Ses05F_impro03\Ses05F_impro03_M032,3175
Ses05F_impro03\Ses05F_impro03_M033,5460
Ses05F_impro03\Ses05F_impro03_M034,3804
Ses05F_impro03\Ses05F_impro03_M035,1106
Ses05F_impro03\Ses05F_impro03_M036,2741
Ses05F_impro03\Ses05F_impro03_M037,4927
Ses05F_impro03\Ses05F_impro03_M038,7083
Ses05F_impro03\Ses05F_impro03_M039,6541
Ses05F_impro03\Ses05F_impro03_M040,6730
Ses05F_impro03\Ses05F_impro03_M041,8712
Ses05F_impro03\Ses05F_impro03_M042,3916
Ses05F_impro03\Ses05F_impro03_M043,14894
Ses05F_impro03\Ses05F_impro03_M044,8228
Ses05F_impro03\Ses05F_impro03_M045,5590
Ses05F_impro03\Ses05F_impro03_M046,2469
Ses05F_impro03\Ses05F_impro03_M047,5029
Ses05F_impro03\Ses05F_impro03_M048,2962
Ses05F_impro03\Ses05F_impro03_M049,3326
Ses05F_impro03\Ses05F_impro03_M050,4804
Ses05F_impro03\Ses05F_impro03_M051,4897
Ses05F_impro03\Ses05F_impro03_M052,3073
Ses05F_impro03\Ses05F_impro03_M053,1392
Ses05F_impro03\Ses05F_impro03_M054,1505
Ses05F_impro03\Ses05F_impro03_M055,6068
Ses05F_impro03\Ses05F_impro03_M056,4040
Ses05F_impro03\Ses05F_impro03_M057,5452
Ses05F_impro03\Ses05F_impro03_M058,1534
Ses05F_impro03\Ses05F_impro03_M059,2364
Ses05F_impro03\Ses05F_impro03_M060,3775
Ses05F_impro03\Ses05F_impro03_M061,5152
Ses05F_impro03\Ses05F_impro03_M062,2010
Ses05F_impro03\Ses05F_impro03_M063,3411
Ses05F_impro03\Ses05F_impro03_M064,7700
Ses05F_impro03\Ses05F_impro03_M065,10053
Ses05F_impro03\Ses05F_impro03_M066,4593
Ses05F_impro03\Ses05F_impro03_M067,4594
Ses05F_impro03\Ses05F_impro03_M068,4264
Ses05F_impro04\Ses05F_impro04_F000,913
Ses05F_impro04\Ses05F_impro04_F001,2596
Ses05F_impro04\Ses05F_impro04_F002,5108
Ses05F_impro04\Ses05F_impro04_F003,3622
Ses05F_impro04\Ses05F_impro04_F004,10950
Ses05F_impro04\Ses05F_impro04_F005,6579
Ses05F_impro04\Ses05F_impro04_F006,10567
Ses05F_impro04\Ses05F_impro04_F007,5590
Ses05F_impro04\Ses05F_impro04_F008,6839
Ses05F_impro04\Ses05F_impro04_F009,10734
Ses05F_impro04\Ses05F_impro04_F010,10590
Ses05F_impro04\Ses05F_impro04_F011,3699
Ses05F_impro04\Ses05F_impro04_F012,9442
Ses05F_impro04\Ses05F_impro04_F013,6330
Ses05F_impro04\Ses05F_impro04_F014,9153
Ses05F_impro04\Ses05F_impro04_F015,4006
Ses05F_impro04\Ses05F_impro04_F016,2562
Ses05F_impro04\Ses05F_impro04_F017,2993
Ses05F_impro04\Ses05F_impro04_F018,3300
Ses05F_impro04\Ses05F_impro04_F019,703
Ses05F_impro04\Ses05F_impro04_F020,5436
Ses05F_impro04\Ses05F_impro04_F021,4254
Ses05F_impro04\Ses05F_impro04_F022,2553
Ses05F_impro04\Ses05F_impro04_F023,4764
Ses05F_impro04\Ses05F_impro04_F024,11649
Ses05F_impro04\Ses05F_impro04_F025,23968
Ses05F_impro04\Ses05F_impro04_F026,3689
Ses05F_impro04\Ses05F_impro04_F027,628
Ses05F_impro04\Ses05F_impro04_F028,4313
Ses05F_impro04\Ses05F_impro04_F029,1319
Ses05F_impro04\Ses05F_impro04_F030,4924
Ses05F_impro04\Ses05F_impro04_F031,6964
Ses05F_impro04\Ses05F_impro04_F032,3168
Ses05F_impro04\Ses05F_impro04_F033,3857
Ses05F_impro04\Ses05F_impro04_F034,6574
Ses05F_impro04\Ses05F_impro04_F035,5385
Ses05F_impro04\Ses05F_impro04_F036,2532
Ses05F_impro04\Ses05F_impro04_F037,1913
Ses05F_impro04\Ses05F_impro04_F038,2050
Ses05F_impro04\Ses05F_impro04_F039,2152
Ses05F_impro04\Ses05F_impro04_F040,1373
Ses05F_impro04\Ses05F_impro04_F041,1346
Ses05F_impro04\Ses05F_impro04_F042,2473
Ses05F_impro04\Ses05F_impro04_F043,969
Ses05F_impro04\Ses05F_impro04_F044,1207
Ses05F_impro04\Ses05F_impro04_F045,2540
Ses05F_impro04\Ses05F_impro04_F046,1134
Ses05F_impro04\Ses05F_impro04_M000,1502
Ses05F_impro04\Ses05F_impro04_M001,2271
Ses05F_impro04\Ses05F_impro04_M002,1311
Ses05F_impro04\Ses05F_impro04_M003,1411
Ses05F_impro04\Ses05F_impro04_M004,2058
Ses05F_impro04\Ses05F_impro04_M005,2995
Ses05F_impro04\Ses05F_impro04_M006,2392
Ses05F_impro04\Ses05F_impro04_M007,1828
Ses05F_impro04\Ses05F_impro04_M008,2074
Ses05F_impro04\Ses05F_impro04_M009,2929
